Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
12-12-2018,16:54:01,5.0,46959.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,165.0,16.5,High,credit_card
21-08-2018,18:47:50,4.0,33285.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,36.0,3.6,Critical,money_order
20-10-2018,16:44:28,3.0,38975.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,Medium,credit_card
07-05-2018,15:38:06,10.0,22275.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,29.4,2.9,High,e_wallet
30-11-2018,11:38:18,3.0,31751.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,130.2,13.0,Critical,e_wallet
16-10-2018,23:17:41,5.0,16225.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,5.0,0.3,25.0,2.5,High,credit_card
07-05-2018,13:53:39,6.0,13048.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,126.8,12.7,Critical,credit_card
17-07-2018,21:25:29,3.0,20254.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,13.6,1.4,High,credit_card
02-11-2018,12:25:18,8.0,11938.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,Critical,credit_card
26-08-2018,17:33:51,3.0,53570.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,High,debit_card
24-01-2018,09:13:05,10.0,18982.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,36.0,3.6,High,credit_card
09-09-2018,22:02:30,9.0,43027.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,Critical,money_order
24-05-2018,18:32:11,1.0,53487.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,28.3,2.8,High,credit_card
16-05-2018,12:22:12,10.0,22141.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,148.7,14.9,Medium,credit_card
16-04-2018,13:54:08,1.0,18385.0,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,37.6,3.8,High,credit_card
05-10-2018,08:45:30,5.0,20201.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,114.1,11.4,High,money_order
11-06-2018,12:20:07,4.0,22555.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,26.5,2.6,Critical,money_order
13-09-2018,12:10:45,5.0,39313.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,34.5,3.4,High,credit_card
06-09-2018,19:17:22,3.0,13486.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.3,107.5,10.8,Critical,credit_card
27-10-2018,11:57:05,5.0,59738.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,High,credit_card
18-01-2018,15:53:45,10.0,15034.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,54.0,5.4,Medium,credit_card
16-04-2018,17:01:14,10.0,18752.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,11.2,1.1,High,credit_card
21-12-2018,15:30:57,4.0,21441.0,Female,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,High,credit_card
25-05-2018,13:50:11,3.0,43163.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,5.0,0.1,53.0,5.3,High,debit_card
28-04-2018,00:34:46,8.0,55378.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,124.7,12.5,High,credit_card
05-11-2018,14:39:14,6.0,52084.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,31.2,3.1,Critical,credit_card
20-11-2018,11:07:39,5.0,37245.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,32.1,3.2,Critical,credit_card
13-07-2018,13:42:50,4.0,58563.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.2,145.0,14.5,Medium,credit_card
05-03-2018,15:24:25,4.0,28924.0,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,36.0,3.6,Critical,money_order
06-05-2018,12:28:42,1.0,33540.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Medium,money_order
12-09-2018,14:05:08,1.0,52953.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,11.2,1.1,Medium,credit_card
15-09-2018,22:00:21,1.0,21775.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,144.1,14.4,High,credit_card
08-03-2018,11:38:00,3.0,19002.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,5.0,0.3,32.0,3.2,Critical,e_wallet
29-12-2018,23:16:20,4.0,27552.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,109.9,11.0,High,credit_card
24-01-2018,17:39:10,2.0,49422.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,34.7,3.5,High,credit_card
23-12-2018,16:39:38,1.0,18025.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,23.8,2.4,High,credit_card
05-10-2018,11:44:22,4.0,45114.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.3,120.0,12.0,Critical,credit_card
28-03-2018,18:40:56,5.0,43898.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,High,credit_card
26-06-2018,15:52:15,8.0,12499.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Critical,credit_card
24-12-2018,11:58:06,1.0,51130.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,27.2,2.7,High,credit_card
14-05-2018,16:18:26,8.0,10023.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,146.4,14.6,Critical,credit_card
02-11-2018,13:18:30,9.0,28508.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,51.6,5.2,High,credit_card
07-12-2018,11:47:20,9.0,49864.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,126.8,12.7,Medium,credit_card
10-10-2018,18:02:25,2.0,40061.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,19.5,1.9,Critical,debit_card
25-08-2018,18:53:53,5.0,24602.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,33.3,3.3,High,e_wallet
11-06-2018,22:59:49,10.0,53944.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,150.0,15.0,Critical,credit_card
08-04-2018,17:08:56,6.0,23313.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,High,credit_card
12-01-2018,21:46:31,4.0,54671.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,54.0,5.4,High,money_order
03-11-2018,10:39:39,8.0,39785.0,Male,Web,Guest,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,28.3,2.8,High,e_wallet
13-10-2018,11:29:48,1.0,47417.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,114.0,11.4,High,credit_card
25-12-2018,23:51:57,7.0,36806.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,37.6,3.8,Medium,credit_card
06-12-2018,17:12:14,7.0,51772.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,105.7,10.6,Critical,e_wallet
16-07-2018,23:40:37,3.0,47979.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,32.3,3.2,Medium,credit_card
10-07-2018,20:58:17,1.0,23977.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,35.6,3.6,High,credit_card
29-06-2018,13:09:31,10.0,43319.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,157.5,15.8,Critical,credit_card
22-01-2018,16:11:06,9.0,51458.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,72.0,7.2,Medium,e_wallet
24-10-2018,11:32:26,9.0,43248.0,Female,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.2,13.5,1.4,High,credit_card
27-12-2018,14:04:58,1.0,43953.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.1,29.4,2.9,Medium,credit_card
27-01-2018,19:00:02,4.0,26235.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,130.2,13.0,High,credit_card
16-07-2018,08:52:35,3.0,31758.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,57.2,5.7,Medium,credit_card
11-06-2018,18:37:55,9.0,59195.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,97.2,9.7,Medium,credit_card
25-03-2018,20:14:34,5.0,53515.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,18.3,1.8,Medium,credit_card
05-12-2018,22:44:58,3.0,42596.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,32.1,3.2,Medium,credit_card
17-03-2018,11:25:52,8.0,43887.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.2,145.0,14.5,Medium,credit_card
11-06-2018,21:42:30,5.0,52025.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,36.0,3.6,High,credit_card
14-11-2018,16:20:40,3.0,52986.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,High,money_order
25-06-2018,23:32:16,4.0,27914.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,30.6,3.1,High,credit_card
19-06-2018,09:51:37,3.0,17241.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.3,93.3,9.3,High,money_order
21-05-2018,12:21:48,2.0,12232.0,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,43.2,4.3,Critical,credit_card
28-04-2018,10:27:09,4.0,43419.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,105.7,10.6,Medium,credit_card
16-10-2018,19:48:05,10.0,20180.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,33.5,3.3,Critical,money_order
30-09-2018,18:34:22,4.0,57827.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,34.5,3.4,Medium,credit_card
12-08-2018,12:30:04,10.0,45397.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,160.0,16.0,Critical,credit_card
27-08-2018,10:31:04,3.0,14991.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,72.0,7.2,High,credit_card
07-12-2018,06:35:43,3.0,55686.0,Male,Web,Guest,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,High,money_order
10-08-2018,11:48:42,9.0,20727.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,23.7,2.4,High,money_order
28-05-2018,12:53:12,4.0,46187.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.3,93.3,9.3,High,money_order
14-05-2018,11:28:58,8.0,58272.0,Male,Web,Guest,Auto & Accessories,Car Media Players,140.0,1.0,0.3,48.8,4.9,Medium,credit_card
13-04-2018,11:16:06,8.0,31631.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,105.7,10.6,Critical,credit_card
12-09-2018,09:52:07,6.0,30198.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,18.3,1.8,High,credit_card
25-01-2018,18:57:29,2.0,26236.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,34.5,3.4,High,money_order
17-04-2018,13:00:10,9.0,17735.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,160.0,16.0,Medium,credit_card
14-11-2018,21:13:44,10.0,54076.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,36.0,3.6,Critical,credit_card
21-03-2018,20:55:24,8.0,12256.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,Critical,credit_card
01-12-2018,18:29:06,2.0,26909.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.1,28.3,2.8,Medium,credit_card
10-11-2018,08:35:14,2.0,34262.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.1,139.5,13.9,Critical,credit_card
19-07-2018,16:45:17,8.0,51353.0,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,46.0,4.6,Critical,e_wallet
18-07-2018,21:37:46,9.0,35265.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,124.7,12.5,Critical,credit_card
22-06-2018,16:10:09,10.0,57552.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.2,30.0,3.0,High,credit_card
23-07-2018,10:11:13,9.0,11530.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,27.4,2.7,Critical,credit_card
14-11-2018,11:16:44,5.0,25872.0,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,155.0,15.5,Medium,credit_card
03-09-2018,19:07:32,1.0,24811.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.3,14.4,1.4,Medium,credit_card
20-09-2018,21:03:10,7.0,36212.0,Female,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.2,10.8,1.1,Medium,credit_card
26-07-2018,13:47:20,9.0,37459.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,31.7,3.2,Critical,credit_card
03-07-2018,23:40:16,4.0,36902.0,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,148.7,14.9,,money_order
05-09-2018,18:34:49,3.0,34225.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,54.4,5.4,Critical,credit_card
16-05-2018,21:30:59,6.0,16381.0,Male,Web,Member,Auto & Accessories,Car Speakers,,1.0,0.1,124.7,12.5,Critical,credit_card
14-07-2018,16:49:26,5.0,39367.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,23.0,2.3,Critical,credit_card
19-04-2018,13:23:27,10.0,31982.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,30.9,3.1,High,credit_card
06-02-2018,10:15:27,8.0,13803.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,140.0,14.0,Critical,credit_card
28-05-2018,10:31:05,2.0,33707.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,72.0,7.2,High,credit_card
09-10-2018,18:56:00,5.0,17359.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,High,credit_card
23-07-2018,14:56:35,6.0,19465.0,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,11.2,1.1,Medium,credit_card
11-02-2018,19:42:40,6.0,18226.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,5.0,0.2,127.9,12.8,Critical,credit_card
22-06-2018,13:04:20,9.0,24537.0,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,32.0,3.2,High,credit_card
14-05-2018,14:56:41,5.0,19553.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,105.7,10.6,High,credit_card
28-11-2018,18:43:50,9.0,15047.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,33.5,3.3,Medium,credit_card
30-10-2018,19:46:13,2.0,29784.0,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,23.8,2.4,Medium,credit_card
17-12-2018,12:39:10,3.0,37419.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.1,157.5,15.8,High,credit_card
10-11-2018,13:51:49,8.0,56363.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.3,24.0,2.4,Critical,credit_card
07-10-2018,23:42:37,5.0,14778.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.2,10.8,1.1,Critical,credit_card
20-10-2018,09:46:53,7.0,10334.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,5.0,0.3,16.9,1.7,High,credit_card
09-12-2018,16:18:47,6.0,45388.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,Critical,credit_card
01-01-2018,10:11:40,5.0,29317.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,43.2,4.3,Medium,e_wallet
10-06-2018,13:58:09,1.0,20331.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,112.0,11.2,High,credit_card
08-12-2018,16:00:56,4.0,32818.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,23.0,2.3,Medium,credit_card
07-05-2018,10:59:47,7.0,26104.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,35.6,3.6,High,credit_card
17-03-2018,22:49:34,1.0,53810.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.3,120.0,12.0,High,credit_card
24-04-2018,22:21:21,7.0,55365.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,24.0,2.4,Critical,e_wallet
28-10-2018,22:11:43,2.0,46738.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,Critical,credit_card
27-07-2018,15:25:51,5.0,33904.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,20.3,2.0,High,credit_card
05-05-2018,13:48:37,9.0,28172.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,123.3,12.3,Critical,credit_card
14-09-2018,18:31:02,9.0,32476.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.3,55.8,5.6,Medium,credit_card
27-12-2018,15:55:38,10.0,15948.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,105.7,10.6,Medium,credit_card
25-11-2018,22:17:18,1.0,47749.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,5.0,0.3,7.8,0.8,Critical,credit_card
17-10-2018,16:54:26,4.0,28496.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,36.8,3.7,High,credit_card
24-04-2018,21:04:41,8.0,21949.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,165.0,16.5,Medium,credit_card
25-06-2018,11:11:12,3.0,41404.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,Medium,credit_card
06-10-2018,00:11:09,6.0,30869.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,5.0,0.3,10.8,1.1,High,credit_card
25-07-2018,13:25:20,10.0,50931.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,32.9,3.3,High,e_wallet
23-07-2018,17:53:00,4.0,38304.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,148.7,14.9,Critical,credit_card
11-07-2018,17:46:45,4.0,41724.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,43.2,4.3,Critical,credit_card
16-09-2018,13:44:10,7.0,30676.0,Male,Web,Guest,Auto & Accessories,Car Speakers,211.0,4.0,0.3,88.8,8.9,Medium,money_order
15-11-2018,16:30:22,8.0,49011.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.2,27.6,2.8,High,credit_card
16-07-2018,11:56:49,6.0,47381.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,35.6,3.6,Critical,credit_card
02-06-2018,17:46:40,4.0,27388.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.2,150.0,15.0,High,credit_card
03-09-2018,22:19:08,5.0,43325.0,Male,Web,Guest,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,36.0,3.6,High,credit_card
24-10-2018,17:11:53,10.0,44605.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,Critical,money_order
27-01-2018,12:07:08,5.0,37382.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,16.9,1.7,Medium,money_order
13-10-2018,09:46:14,7.0,41613.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,141.8,14.2,Critical,credit_card
04-08-2018,19:34:05,7.0,24825.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,58.6,5.9,High,credit_card
12-10-2018,09:51:55,3.0,22791.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,5.0,0.3,99.4,9.9,High,credit_card
12-11-2018,19:28:01,7.0,45915.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.3,23.0,2.3,Critical,money_order
23-09-2018,10:50:18,3.0,53091.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,34.5,3.4,High,money_order
03-04-2018,11:29:00,4.0,59977.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.3,107.5,10.8,Critical,e_wallet
24-09-2018,09:37:26,9.0,31860.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,24.0,2.4,Critical,credit_card
03-09-2018,15:03:21,1.0,55078.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,27.0,2.7,High,credit_card
17-05-2018,16:46:58,3.0,42928.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,31.7,3.2,High,credit_card
15-12-2018,15:54:53,8.0,35447.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.3,132.5,13.3,High,credit_card
14-04-2018,08:13:32,8.0,50163.0,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,37.6,3.8,Critical,money_order
20-11-2018,20:28:26,2.0,55642.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.3,88.8,8.9,High,e_wallet
12-05-2018,10:51:43,5.0,30850.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,High,money_order
03-07-2018,10:03:33,3.0,29122.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.3,20.3,2.0,Critical,money_order
08-12-2018,09:26:27,3.0,22607.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,Critical,credit_card
25-12-2018,19:13:03,6.0,19115.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,5.0,0.2,14.4,1.4,Critical,credit_card
24-04-2018,22:09:42,10.0,49616.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.3,18.0,1.8,Critical,money_order
08-02-2018,10:57:39,3.0,49895.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.3,27.2,2.7,High,credit_card
25-11-2018,23:32:01,10.0,26766.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.3,123.3,12.3,Medium,credit_card
18-08-2018,00:10:50,3.0,42395.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,5.0,0.1,53.0,5.3,Medium,money_order
20-11-2018,23:06:39,2.0,18388.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,122.6,12.3,High,money_order
07-08-2018,08:04:29,10.0,32347.0,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.3,27.6,2.8,High,money_order
17-12-2018,19:59:25,6.0,29092.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,36.8,3.7,High,credit_card
10-10-2018,15:44:20,10.0,13264.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,4.0,0.3,140.0,14.0,High,credit_card
10-05-2018,11:04:45,10.0,50364.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,24.0,2.4,High,credit_card
19-08-2018,19:18:16,3.0,14463.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.3,13.5,1.4,Critical,credit_card
18-09-2018,16:00:31,5.0,23716.0,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,11.2,1.1,High,credit_card
12-09-2018,02:16:32,1.0,46032.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,146.4,14.6,Medium,credit_card
29-01-2018,23:44:13,2.0,14760.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.3,37.6,3.8,High,credit_card
12-05-2018,09:58:38,3.0,52717.0,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.3,112.0,11.2,High,credit_card
21-08-2018,13:48:55,6.0,34336.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,35.8,3.6,Medium,credit_card
01-12-2018,16:51:27,4.0,49747.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.3,14.4,1.4,High,credit_card
25-01-2018,10:03:39,4.0,10946.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.3,150.0,15.0,High,credit_card
23-12-2018,20:57:50,5.0,32466.0,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.3,18.0,1.8,Critical,credit_card
13-09-2018,21:18:46,10.0,16835.0,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.3,13.5,1.4,Critical,money_order
16-10-2018,19:42:55,4.0,29886.0,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.3,20.3,2.0,Medium,credit_card
29-07-2018,12:18:53,9.0,48359.0,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,High,credit_card
16-05-2018,16:38:10,4.0,33296.0,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,58.6,5.9,Critical,money_order
14-02-2018,19:12:49,6.0,22774.0,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,122.6,12.3,Medium,credit_card
17-06-2018,07:22:36,8.0,33590.0,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,34.7,3.5,Medium,credit_card
14-12-2018,15:55:57,10.0,32246.0,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,Critical,credit_card
11-11-2018,08:41:43,1.0,31312.0,Male,Web,Member,Auto & Accessories,Tyre,250.0,5.0,0.2,145.0,14.5,High,money_order
04-09-2018,13:15:05,3.0,51023.0,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,Medium,credit_card
